SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC12772,40,2355,758,480,2264,0.9,2022,3
SSC12773,53,1202,450,0,1666,0.8,1583,2.3
SSC12774,35,2297,450,300,1394,1,1302,3.3
SSC12775,0,0,0,0,0,0,0,0
SSC12776,45,1105,414,155,1124,0.6,725,2.4
SSC12777,43,0,1437,0,0,0,0,0
SSC12778,53,836,484,58,1156,0.7,866,1.7
SSC12779,59,1270,593,0,1458,0.6,1624,2.2
SSC12780,48,0,949,0,0,0.6,1999,2
SSC12781,48,2434,675,0,2028,0.7,1812,2.2
SSC12782,42,2000,633,420,2081,0.8,1784,2.8
SSC12783,44,2108,880,0,2250,0.6,2250,2.7
SSC12784,42,2349,907,530,2435,0.7,2258,2.8
SSC12785,35,1883,464,346,1278,1,1191,3.2
SSC12786,43,2184,728,245,2050,0.7,1906,2.8
SSC12787,50,0,575,0,1562,0.7,1312,2.4
SSC12788,40,2100,802,425,2134,0.8,1987,2.8
SSC12789,56,0,417,0,483,0,699,2
SSC12790,51,1192,491,0,1083,0.8,866,2.2
SSC12791,38,1950,660,225,1853,0.8,1479,2.6
SSC12792,54,0,359,0,1125,0.7,900,2
SSC12793,61,0,949,0,2499,0.5,1875,2
SSC12794,41,2535,560,0,2125,0.8,2187,2.3
SSC12795,55,2383,608,0,1375,0.5,1083,2
SSC12796,38,2500,790,375,2459,0.8,2565,3.6
SSC12797,45,1500,548,300,1286,0.7,1065,2.2
SSC12798,53,1867,1057,0,2449,0.7,2150,2.2
SSC12799,44,1767,755,198,2104,0.8,1875,2.8
SSC12800,55,0,415,173,743,1,487,2
SSC12801,42,1733,491,350,1293,0.8,1156,2.7
SSC12802,67,0,0,0,0,0,0,0
SSC12803,53,1525,680,210,1292,0.9,954,2
SSC12804,54,2570,833,0,1875,0.5,1458,1.5
SSC12805,48,0,474,0,1166,0.6,749,2.4
SSC12806,53,2084,537,0,1174,0.8,1228,2.3
SSC12807,52,1083,575,0,1625,1,1375,2
SSC12808,40,1658,554,250,1274,0.7,1149,2.8
SSC12809,47,1463,512,180,875,0.8,825,2.4
SSC12810,37,1950,790,0,1875,0.9,1875,3.5
SSC12811,50,0,637,150,1624,0.6,1562,1.6
SSC12812,37,1733,623,300,1587,0.8,1256,2.4
SSC12813,43,1950,543,300,1625,0.9,1454,2.9
SSC12814,41,2167,803,370,2255,0.8,2217,3.2
SSC12815,44,2134,619,270,1875,1,2062,2.8
SSC12816,0,0,0,0,0,0,0,0
SSC12817,28,0,309,110,875,1,774,2.7
SSC12818,26,0,399,0,0,0.6,0,0
SSC12819,50,1200,669,70,1875,0.9,1833,2.4
SSC12820,43,800,554,118,1268,0.6,1024,2.3
SSC12821,45,0,725,150,1875,0.7,1458,2.8
SSC12822,37,1600,562,320,1367,0.9,1228,2.5
SSC12823,45,1517,575,0,1478,0.7,1357,2.3
SSC12824,38,0,787,0,2249,0.6,1333,2.6
SSC12825,51,1521,974,165,2343,0.7,2218,2.5
SSC12826,36,1733,703,180,1852,0.8,1795,3.1
SSC12827,46,2531,888,210,2125,0.7,2200,2.9
SSC12828,46,1560,520,380,1215,0.8,998,2.4
SSC12829,46,1290,547,250,1341,0.9,1116,2.6
SSC12830,52,1343,557,220,1280,0.7,1028,2.2
SSC12831,49,2637,489,0,1312,0.7,1374,2.4
SSC12832,51,884,411,120,942,0.8,710,2.3
SSC12833,44,0,762,0,1687,0.6,1562,2.3
SSC12834,0,0,0,0,0,0,0,0
SSC12835,43,1725,830,0,2312,0.6,1937,2.5
SSC12836,43,1013,514,110,1218,0.8,966,2.2
SSC12837,53,1127,487,160,1624,0.6,1375,2.5
SSC12838,43,3034,725,10,1916,0.8,1833,3
SSC12839,58,0,816,0,1749,0.5,1333,1.8
SSC12840,47,2012,736,250,2047,0.8,1916,2.9
SSC12841,52,1000,417,260,933,0.8,752,2
SSC12842,0,0,0,0,0,0,0,0
SSC12843,36,672,687,100,1510,0.8,1229,2.4
SSC12844,0,0,0,0,0,0,0,0
SSC12845,0,0,0,0,0,0,0,0
SSC12846,48,0,525,250,1125,0.5,774,1.9
SSC12847,43,0,820,0,1875,0.5,1624,1.8
SSC12848,47,2600,628,0,1437,0.6,1125,1.9
SSC12849,60,1300,428,0,1042,0.6,875,1.6
SSC12850,34,820,671,40,1458,0.9,1262,2.8
SSC12851,55,0,725,0,0,0,0,0
SSC12852,51,1246,707,0,1812,0.7,1666,2.6
SSC12853,0,0,0,0,0,0,0,0
SSC12854,38,2253,933,530,2137,0.8,2070,2.9
SSC12855,55,1400,620,250,1312,0.7,1181,2.1
SSC12856,0,0,0,0,0,0,0,0
SSC12857,33,0,310,140,674,0.8,574,4.2
SSC12858,45,1300,585,150,1375,0.7,1138,2.4
SSC12859,34,0,933,0,2187,0.6,1937,2
SSC12860,40,2383,1182,351,2967,0.8,2822,3.1
SSC12861,29,0,425,0,0,0,0,0
SSC12862,51,1300,823,250,2049,0.7,1374,2.5
SSC12863,45,1257,589,150,1174,0.6,1062,2.5
SSC12864,48,1092,480,190,1133,0.7,824,2.2
SSC12865,49,0,850,0,0,0,0,0
SSC12866,45,1603,509,280,1260,0.8,957,2.4
SSC12867,34,2400,968,0,2625,0.8,2410,3.2
SSC12868,34,1668,630,250,1640,0.7,1331,2.5
SSC12869,37,0,900,0,1812,0.5,2749,3
SSC12870,33,1083,667,0,1541,0.8,1416,2.6
SSC12871,40,0,545,0,1499,1,933,2.9
SSC12872,0,0,0,0,0,0,0,0
SSC12873,41,1885,833,120,2250,0.8,1937,2.8
SSC12874,52,0,0,0,0,0,0,0
SSC12875,51,1517,537,300,1166,0.8,974,2.1
SSC12876,50,1517,440,0,1042,0.9,1062,2.6
SSC12877,48,1733,552,308,1324,0.9,1139,2.5
SSC12878,65,1733,485,0,1062,0.7,816,1.8
SSC12879,48,888,478,80,1208,0.7,1041,2.6
SSC12880,56,1246,599,0,1375,0.7,1312,2.2
SSC12881,35,943,575,0,1125,1,1208,3.1
SSC12882,49,2096,616,0,1292,1,1292,2.7
SSC12883,59,1600,485,280,1125,0.7,928,2
SSC12884,20,0,1375,0,0,0,0,0
SSC12885,47,1300,470,288,1081,0.8,972,2.6
SSC12886,0,0,0,0,0,0,0,0
SSC12887,56,1213,446,240,944,0.8,735,2
SSC12888,43,2752,474,0,1125,0.6,1020,1.8
SSC12889,42,1456,561,290,1390,0.8,1231,2.7
SSC12890,40,885,565,111,1463,0.8,1125,2.7
SSC12891,42,2383,1125,420,3125,0.7,2874,2.8
SSC12892,49,0,1149,0,2250,0.9,2250,2.9
SSC12893,55,1509,592,200,1333,0.8,1235,2.3
SSC12894,42,0,700,15,1562,0.6,1187,2.8
SSC12895,38,1733,666,360,1704,0.8,1531,2.8
SSC12896,37,2000,683,400,1720,0.8,1519,2.7
SSC12897,33,2057,776,450,2066,0.8,1969,3.2
SSC12898,37,3000,1292,625,3372,1,2627,2.5
SSC12899,64,1771,593,0,1749,0.5,1187,1.7
SSC12900,57,1268,489,210,1121,0.7,777,1.9
SSC12901,57,1235,687,0,0,0.4,850,1.3
SSC12902,45,2311,941,515,2241,1,1582,2
SSC12903,39,1517,659,220,1622,0.8,1317,2.5
SSC12904,42,2167,602,0,1437,0.6,1312,2.6
SSC12905,0,0,0,0,0,0,0,0
SSC12906,44,1083,553,180,1294,0.7,963,2.3
SSC12907,25,0,900,200,2125,0.6,1125,0
SSC12908,46,0,634,50,1791,0.8,1291,2.3
SSC12909,54,1300,541,300,1190,0.7,947,2.3
SSC12910,43,2800,654,296,2030,0.9,1577,2.8
SSC12911,41,1148,592,210,1378,0.8,1086,2.5
SSC12912,38,2167,527,350,1516,1,1308,2.8
SSC12913,42,2600,759,200,2094,0.8,1713,2.7
SSC12914,47,1950,669,375,1408,0.8,1208,2.4
SSC12915,37,1517,669,0,2125,0.8,1312,2.2
SSC12916,35,1514,749,230,1474,0.6,1406,2.6
SSC12917,50,1083,424,220,924,0.9,691,2.3
SSC12918,44,0,675,0,0,0.5,0,1
SSC12919,37,1000,474,63,1042,1.1,1125,3.3
SSC12920,53,1300,503,320,1171,0.8,1033,2.1
SSC12921,12,0,0,0,0,0,0,0
SSC12922,43,2383,702,455,1854,0.7,1767,3
SSC12923,48,1733,585,320,1411,0.7,1141,2.3
SSC12924,41,1600,769,200,2016,0.8,1958,3
SSC12925,35,1348,784,0,1562,0.6,1562,2.3
SSC12926,43,1582,713,293,1728,0.8,1375,2.5
SSC12927,41,1517,695,180,1525,0.8,1424,2.7
SSC12928,66,0,725,0,999,0.6,824,1.6
SSC12929,62,900,386,245,780,0.8,733,2
SSC12930,54,0,417,0,850,0.8,754,1.8
SSC12931,60,0,574,0,0,0.5,749,1.5
SSC12932,48,1400,547,318,1337,0.8,1273,2.6
SSC12933,46,2000,489,0,1416,0.8,1281,2.7
SSC12934,36,2500,1356,550,3098,1,2301,2
SSC12935,0,0,0,0,0,0,0,0
SSC12936,46,650,850,100,2166,0.7,1458,2.4
SSC12937,48,1300,484,200,1343,0.8,1149,2.4
SSC12938,35,1560,669,320,1449,0.8,1164,2.4
SSC12939,46,1777,647,450,1728,0.8,1160,2.1
SSC12940,58,1155,417,0,725,0.8,575,1.5
SSC12941,47,1183,615,243,1536,0.9,1160,2.5
SSC12942,40,1842,725,340,1967,0.8,1449,2.4
SSC12943,40,2054,894,400,2496,0.8,2295,2.9
SSC12944,42,650,408,200,1291,1.1,1125,2.9
SSC12945,49,966,485,290,1208,0.8,774,2.3
SSC12946,38,0,537,0,1187,0.7,774,2.2
SSC12947,19,0,0,0,0,0,0,0
SSC12948,53,1083,599,243,1458,0.6,1031,2
SSC12949,41,2167,1095,450,2467,0.9,1849,1.8
SSC12950,43,2600,860,335,2336,0.9,1523,2
SSC12951,36,1740,749,400,1894,0.8,1306,1.6
SSC12952,49,1519,569,240,1328,0.8,1237,2.6
SSC12953,35,2500,996,550,2408,1.1,2306,3
SSC12954,61,0,725,0,0,0,0,1
SSC12955,0,0,0,0,0,0,0,0
SSC12956,43,2700,901,530,2440,0.9,2066,2.7
SSC12957,49,1733,663,400,1699,0.8,1468,2.5
SSC12958,23,0,725,0,2249,0,0,0
SSC12959,29,0,350,0,1024,2,1125,1.5
SSC12960,33,2600,1067,520,2694,1.1,2080,2.1
SSC12961,37,1712,642,368,1752,0.8,1482,2.7
SSC12962,55,325,713,0,1402,0.7,1337,2
SSC12963,55,0,515,0,1624,0.7,1375,1.8
SSC12964,0,0,0,0,0,0,0,0
SSC12965,50,1083,434,225,927,0.9,651,2
SSC12966,52,758,504,163,1107,0.7,786,2
SSC12967,57,0,624,0,1312,0,1187,2
SSC12968,47,1900,633,310,1531,0.8,1278,2.6
SSC12969,44,0,850,0,1249,0.7,1187,2.8
SSC12970,33,0,949,0,0,0,1124,1
SSC12971,52,0,817,0,1625,0.2,900,1.5
SSC12972,33,2057,537,0,1687,0.8,1458,3
SSC12973,49,2013,715,350,1739,0.8,1567,2.6
SSC12974,42,1733,594,330,1439,0.8,1194,2.5
SSC12975,44,2000,677,350,1699,0.8,1485,2.7
SSC12976,40,2600,744,428,2574,0.9,2140,2.8
SSC12977,38,1175,554,205,1261,0.8,959,2.2
SSC12978,43,1300,548,343,1208,1,1218,2.7
SSC12979,59,1600,504,300,1329,0.7,1097,2.1
SSC12980,40,2210,867,460,2373,0.8,2215,2.8
SSC12981,38,3203,982,723,3479,0.9,3119,3.3
SSC12982,54,1658,524,250,1117,0.7,929,2.1
SSC12983,49,1820,620,380,1497,0.8,1238,2.4
SSC12984,34,3126,1204,650,3109,1,2544,2.6
SSC12985,44,1350,806,99,1812,0.8,1312,2.5
SSC12986,0,0,0,0,0,0,0,0
SSC12987,41,1760,660,280,1668,0.8,1605,3.1
SSC12988,38,3006,926,750,2902,0.9,2768,3.3
SSC12989,52,1300,505,210,1281,0.7,1093,2.3
SSC12990,43,2600,872,580,2755,0.9,2539,3.1
SSC12991,38,1647,629,328,1486,0.8,1195,2.4
SSC12992,60,1214,452,263,941,0.8,741,1.9
SSC12993,31,1625,545,350,1540,0.8,1275,2.6
SSC12994,44,1300,477,260,1175,0.8,883,2.3
SSC12995,54,1300,495,253,1130,0.8,904,2.3
SSC12996,43,0,850,0,2749,0,3249,3.5
SSC12997,38,3200,876,678,2710,0.9,2571,3.2
SSC12998,60,1300,557,250,1197,0.7,1039,2.2
SSC12999,39,2834,843,620,2352,0.9,2177,3
SSC13000,41,1600,561,300,1413,0.7,1159,2.5
SSC13001,35,1950,729,400,1817,1,1524,2.5
SSC13002,39,2097,666,370,1676,0.8,1426,2.7
SSC13003,41,2400,771,550,2226,0.8,2131,3
SSC13004,33,1792,710,340,1952,0.8,1600,2.9
SSC13005,40,2500,706,525,2300,0.9,2034,2.9
SSC13006,44,1625,567,350,1520,0.8,1114,2.4
SSC13007,35,1733,511,313,1248,0.9,1097,2.7
SSC13008,36,309,758,0,1547,0.8,1297,2.5
SSC13009,32,2167,826,520,2126,1,1969,2.7
SSC13010,35,2500,1322,560,2988,1.1,2272,2
SSC13011,39,1603,660,270,1628,0.7,1154,2.2
SSC13012,46,2000,518,220,1687,0.8,1422,2.6
SSC13013,57,3000,817,680,2515,0.7,1933,2.5
SSC13014,41,1517,670,275,1571,0.8,1379,2.6
SSC13015,44,3033,897,775,2955,0.7,2702,3
SSC13016,39,3000,876,570,2569,1,2202,2.8
SSC13017,27,1700,462,350,1670,0.9,1294,2.1
SSC13018,39,1387,525,320,1187,1,1275,2.7
SSC13019,43,0,387,0,725,0.8,725,3.6
SSC13020,47,867,428,63,900,0.6,724,2.3
SSC13021,57,1917,687,0,1812,0.6,1437,2.1
SSC13022,42,3500,1155,680,3784,0.9,3344,3
SSC13023,37,2167,787,440,1975,0.9,1639,2.5
SSC13024,45,3250,1387,1000,4264,0.8,4152,3.1
SSC13025,62,0,612,0,1333,0.7,1062,2.5
SSC13026,51,1267,483,0,1104,0.7,939,2.1
SSC13027,37,0,1062,40,2250,0.8,2583,3.6
SSC13028,43,1300,462,214,1038,0.8,808,2.2
SSC13029,35,1900,711,285,1681,0.8,1772,3.1
SSC13030,43,1408,916,200,2333,0.5,1875,2.8
SSC13031,41,2117,668,330,1987,0.7,1875,3.1
SSC13032,44,1484,479,100,1196,0.6,1071,2.3
SSC13033,60,0,417,0,0,0,900,0
SSC13034,54,0,468,0,1874,1,1274,2
SSC13035,45,1175,638,155,1449,0.8,1303,2.8
SSC13036,32,0,575,0,900,0,899,2
SSC13037,49,2167,589,0,1625,0.6,1292,1.4
SSC13038,50,1200,450,0,966,1,900,2.5
SSC13039,46,1372,603,250,1542,0.8,1140,2.6
SSC13040,49,1180,512,170,1125,0.9,949,2.2
SSC13041,49,1800,747,280,1656,0.8,1649,2.7
SSC13042,47,1767,612,400,1687,0.7,1510,2.7
SSC13043,52,902,430,150,817,0.8,695,2
SSC13044,0,0,0,0,0,0,0,0
SSC13045,0,0,0,0,0,0,0,0
SSC13046,32,0,699,0,0,0,0,0
SSC13047,48,1900,537,0,1541,0.7,1224,2.3
SSC13048,52,600,391,45,843,1,669,2.1
SSC13049,40,1083,628,175,1557,0.8,1078,2.3
SSC13050,22,0,1125,0,0,1,0,4
SSC13051,37,0,900,0,1999,0.6,1999,2
SSC13052,44,2167,757,250,2026,0.8,1578,2.8
SSC13053,42,1733,569,350,1441,0.8,1274,2.6
SSC13054,37,1960,716,330,1984,0.9,1672,3
SSC13055,50,1083,498,250,1292,0.8,1007,2.2
SSC13056,63,2167,491,200,1437,0.7,1062,2.3
SSC13057,43,2308,777,0,2562,0.8,2650,3.2
SSC13058,32,1950,707,400,1878,1,1880,3.5
SSC13059,46,867,563,57,1261,0.8,858,2.4
SSC13060,41,2350,738,500,2079,0.8,2095,3.3
SSC13061,44,1344,535,160,1142,0.6,979,2.4
SSC13062,50,1100,575,0,1281,0.8,966,2
SSC13063,40,2383,705,500,2110,0.9,1922,3.1
SSC13064,42,2500,867,460,2445,0.9,2142,2.8
SSC13065,27,0,537,0,0,0,724,4
SSC13066,35,0,374,0,1625,0,1274,2
SSC13067,49,0,850,0,1666,0.6,1666,2
SSC13068,45,1408,581,230,1475,0.7,1188,2.3
SSC13069,53,1105,575,0,1375,0.6,1231,2.6
SSC13070,44,1724,570,408,1280,0.8,1096,2.4
SSC13071,49,1400,530,208,1375,0.7,1125,2.6
SSC13072,58,0,483,0,1249,0.7,900,1.9
SSC13073,48,1560,491,294,1130,0.7,917,2.3
SSC13074,52,802,391,50,754,0.6,675,1.7
SSC13075,41,1250,474,290,1098,0.8,918,2.5
SSC13076,48,1200,392,184,749,0.6,668,1.8
SSC13077,28,2000,462,390,1265,1.2,1286,3.9
SSC13078,47,1430,707,160,1843,0.7,1444,2.5
SSC13079,44,0,575,0,2124,0.6,1125,1.5
SSC13080,53,0,662,0,1437,0.4,1125,1.3
SSC13081,38,2154,731,420,1971,0.9,1700,2.9
SSC13082,43,0,749,0,1749,0.8,1375,2.9
SSC13083,0,0,0,0,0,0,0,0
SSC13084,18,0,824,0,0,0,0,0
SSC13085,47,2167,596,300,1850,0.7,1292,2.5
SSC13086,58,0,900,0,2250,0.5,1999,2
SSC13087,43,0,833,50,2333,0.7,1958,2.6
SSC13088,45,0,1262,0,3062,0.8,2499,1.8
SSC13089,38,600,739,0,1474,0.8,1437,3.2
SSC13090,41,2200,710,210,1625,1,1812,3
SSC13091,29,2600,968,540,2219,0.8,2194,3.2
SSC13092,37,1625,661,270,1635,0.8,1275,2.5
SSC13093,48,1950,933,0,2749,0.7,2249,2.5
SSC13094,39,2600,834,275,2333,0.8,2381,3.4
SSC13095,43,2500,710,450,2005,0.8,2072,3.4
SSC13096,51,1517,475,240,1047,0.7,862,2.2
SSC13097,50,0,575,0,0,0.4,1124,1
SSC13098,41,0,780,0,1375,0,1312,0
SSC13099,46,2102,758,0,2250,0.7,1875,2.7
SSC13100,42,2230,1156,250,2750,0.7,2562,3
SSC13101,41,2383,1008,490,2575,0.8,2428,3
SSC13102,42,1733,771,150,1786,0.8,1696,2.8
SSC13103,37,1733,715,345,1878,0.8,1609,2.8
SSC13104,49,984,875,0,1812,0.6,2050,2.1
SSC13105,41,2059,825,0,2125,0.8,1875,2.6
SSC13106,47,4117,812,600,2374,0.7,2250,3
SSC13107,43,0,933,0,2125,0.7,1437,2.4
SSC13108,27,0,850,0,0,0,0,0
SSC13109,42,1875,624,200,1468,0.9,1187,2.9
SSC13110,32,1800,635,380,1424,0.9,1332,2.8
SSC13111,33,1408,637,300,1383,0.8,1208,2.6
SSC13112,39,2817,918,580,2799,0.9,2594,3.1
SSC13113,47,2015,462,0,1166,0.8,900,2.7
SSC13114,35,0,715,0,1166,0.6,1124,2.2
SSC13115,36,3500,1422,630,3719,1,2509,2.2
SSC13116,37,0,724,0,0,1,0,0
SSC13117,0,0,0,0,0,0,0,0
SSC13118,44,0,687,0,0,1,1687,1
SSC13119,57,1690,780,0,1437,0.6,1406,2.1
SSC13120,39,2167,621,420,1803,0.9,1539,2.8
SSC13121,43,2383,659,400,2017,0.8,1523,2.7
SSC13122,32,0,474,0,0,0,0,0
SSC13123,0,0,0,0,0,0,0,0
SSC13124,0,0,0,0,0,0,0,0
SSC13125,42,2795,731,420,2286,0.9,1870,2.9
SSC13126,39,0,900,48,1812,0.7,1312,2.1
SSC13127,0,0,0,0,0,0,0,0
SSC13128,38,0,562,0,0,1,0,0
SSC13129,40,0,487,0,899,0.6,762,2
SSC13130,41,21,682,50,1468,0.9,1562,3.1
SSC13131,44,1300,669,150,1461,0.7,1174,2.4
SSC13132,56,3000,1052,698,2517,0.7,2111,2.3
SSC13133,56,2000,718,200,1656,0.8,1187,2.3
SSC13134,58,3000,866,350,2625,0.7,1812,2.5
SSC13135,53,1695,585,240,1375,0.7,1187,2.2
SSC13136,47,1733,508,250,1321,0.9,1057,2.6
SSC13137,35,0,537,0,1125,1,1125,2.3
SSC13138,44,1900,468,200,1187,0.8,1312,3.1
SSC13139,39,1650,477,340,933,1,762,2.5
SSC13140,50,1300,501,255,1142,0.8,843,2.2
SSC13141,51,1636,678,310,1469,0.7,1260,2.2
SSC13142,51,1300,508,255,1336,0.7,1140,2.4
SSC13143,35,0,850,0,1875,1,1749,2
SSC13144,38,2300,658,410,1929,0.9,1642,2.9
SSC13145,44,0,649,0,0,0,0,0
SSC13146,37,0,819,110,1562,0.7,1224,2.7
SSC13147,44,1408,665,250,1437,0.7,949,1.9
SSC13148,0,0,0,0,0,0,0,0
SSC13149,27,0,574,0,0,0,0,0
SSC13150,47,0,1031,0,2125,0.6,2083,2.5
SSC13151,39,1300,582,200,1469,0.8,1142,2.5
SSC13152,52,2167,740,213,2068,0.7,1875,2.4
SSC13153,34,2500,827,525,2287,1,2392,3.6
SSC13154,37,1679,713,250,1763,0.8,1399,2.6
SSC13155,48,1571,711,200,1542,0.8,1406,2.6
SSC13156,31,1874,755,430,1802,1.3,1739,2.6
SSC13157,37,0,974,0,1218,0.8,1812,2.3
SSC13158,50,0,575,355,1437,0.8,900,2.3
SSC13159,41,1733,651,270,1681,0.8,1581,2.8
SSC13160,63,629,504,293,1166,0.6,833,1.7
SSC13161,55,0,824,0,3499,1,575,2
SSC13162,36,1549,523,273,1533,0.8,1257,2.7
SSC13163,48,1242,558,200,1292,0.6,1125,2.2
SSC13164,34,1733,949,60,2083,0.7,1708,2.5
SSC13165,55,0,474,0,1125,0.8,774,2
SSC13166,50,769,450,128,1018,0.7,753,2.1
SSC13167,58,1364,749,0,1624,0.7,1312,1.9
SSC13168,41,2200,613,440,1862,0.9,1514,2.8
SSC13169,44,2392,708,250,2106,0.8,1727,2.8
SSC13170,41,1733,624,400,1937,0.8,1208,2.7
SSC13171,63,1700,684,400,1555,0.6,1309,2
SSC13172,37,2893,745,250,1764,0.9,1696,3
SSC13173,0,0,0,0,0,0,0,0
SSC13174,39,1997,795,138,1910,0.8,1687,2.9
SSC13175,56,0,417,58,1124,0.4,575,1.4
SSC13176,53,1706,668,100,1999,0.8,1562,2.7
SSC13177,41,1300,486,260,1217,0.8,989,2.4
SSC13178,47,1876,537,320,1409,0.8,1206,2.5
SSC13179,37,1387,483,0,1562,0.9,1187,2.5
SSC13180,48,1608,566,320,1312,0.7,1062,2.3
SSC13181,33,2600,1016,496,2485,0.9,2396,3.2
SSC13182,36,2000,590,400,1704,1.1,1504,2.8
SSC13183,40,2500,836,500,2580,0.9,2222,2.9
SSC13184,37,1733,620,330,1482,0.8,1142,2.2
SSC13185,52,1517,477,200,1107,0.8,924,2.4
SSC13186,36,2000,667,400,1743,1,1591,2.8
SSC13187,62,0,450,0,0,0,462,1
SSC13188,0,0,0,0,0,0,0,0
SSC13189,39,1733,707,230,1897,0.8,1513,2.8
SSC13190,35,2600,1017,440,2647,1,1966,2.3
SSC13191,41,2221,711,488,2104,0.8,2042,3.3
SSC13192,41,2000,725,370,2180,0.8,1680,2.4
SSC13193,40,2600,717,170,2424,0.9,2139,3.2
SSC13194,43,2167,479,100,1437,0.8,1166,2.8
SSC13195,43,1517,660,300,1515,0.8,1444,2.9
SSC13196,47,1083,602,25,1562,0.8,1149,2.4
SSC13197,45,1964,667,100,2042,1,1833,2.7
SSC13198,39,2500,792,820,2333,0.8,2687,3.4
SSC13199,39,2349,780,525,2214,0.8,2015,3
SSC13200,38,2167,798,340,2173,0.8,1909,2.9
SSC13201,48,0,1187,0,0,0.5,0,2.5
SSC13202,43,1733,490,370,1266,0.9,1268,2.9
SSC13203,0,0,0,0,0,0,0,0
SSC13204,49,1246,421,150,1024,0.8,779,2.3
SSC13205,41,0,365,160,875,0.8,575,2.5
SSC13206,0,0,0,0,0,0,0,0
SSC13207,45,1560,537,320,1399,0.8,1187,2.5
SSC13208,0,0,0,0,0,0,0,0
SSC13209,0,0,0,0,0,0,0,0
SSC13210,55,861,464,0,966,0.8,866,2.1
SSC13211,54,1509,587,310,1350,0.7,1086,2.2
SSC13212,52,0,866,0,1625,1,1625,2
SSC13213,58,0,450,0,0,0,0,0
SSC13214,51,0,575,0,0,0.6,1124,1
SSC13215,34,0,514,75,1125,0.7,1062,2.7
SSC13216,40,1554,687,0,1791,0.8,1437,2.8
SSC13217,42,0,537,0,1437,1.1,1375,3.4
SSC13218,51,1345,662,0,1375,0.6,1312,2.7
SSC13219,45,2000,532,0,1312,0.8,1291,2.3
SSC13220,58,0,695,0,3083,0.7,762,2.3
SSC13221,47,0,556,0,2083,0.7,1687,2.5
SSC13222,0,0,0,0,0,0,0,0
SSC13223,52,1658,484,0,1199,0.7,1178,2.7
SSC13224,58,1690,462,0,1208,0.7,1041,2.1
SSC13225,36,1733,599,0,2833,0.8,2583,2.4
SSC13226,34,2600,927,400,2362,0.8,2316,3.2
SSC13227,36,2000,667,300,2083,1,1624,3.3
SSC13228,43,648,525,0,1375,0.7,899,2.3
SSC13229,35,3000,1006,463,2538,0.8,2607,3.5
SSC13230,32,2000,685,400,1855,1,1880,3.6
SSC13231,44,1891,611,360,1706,0.8,1315,2.5
SSC13232,46,1907,709,320,1744,0.8,1193,2.1
SSC13233,48,4000,1708,850,4305,0.8,3644,2.4
SSC13234,0,0,0,0,0,0,0,0
SSC13235,48,0,899,0,0,0,0,2
SSC13236,52,2600,921,250,2290,0.7,2079,2.4
SSC13237,55,1473,693,150,1749,0.6,1125,2
SSC13238,41,0,589,154,1187,1,1187,2
SSC13239,39,2200,592,60,1875,0.8,1437,3.1
SSC13240,46,925,562,148,1166,0.8,982,2.4
SSC13241,44,2167,1281,0,2750,0.6,2374,2.7
SSC13242,43,867,735,0,1149,0.5,933,1.9
SSC13243,0,0,0,0,0,0,0,0
SSC13244,42,3198,1060,750,3233,0.8,2908,3.1
SSC13245,43,1733,479,270,1319,0.8,1016,2.4
SSC13246,47,1733,570,325,1355,0.8,1069,2.3
SSC13247,0,0,0,0,0,0,0,0
SSC13248,0,0,0,0,0,0,0,0
SSC13249,52,831,493,0,1337,0.7,900,1.7
SSC13250,47,1200,485,218,1297,0.8,1023,2.4
SSC13251,48,2350,464,260,1187,0.8,1031,2.3
SSC13252,45,1411,536,400,1218,0.8,1273,2.6
SSC13253,61,1473,593,0,1521,0.6,1142,1.8
SSC13254,42,1129,425,210,774,0.7,683,2.1
SSC13255,30,2700,785,550,1944,1,1973,3.3
SSC13256,32,2126,1330,485,2834,1.2,1842,1.5
SSC13257,40,1950,577,395,1451,0.8,1281,2.7
SSC13258,41,2167,444,332,1379,0.9,1344,3.2
SSC13259,43,414,543,30,1062,0.9,900,2.4
SSC13260,32,2167,697,480,1961,1,1987,3.7
SSC13261,51,1733,660,430,1825,0.8,1569,2.4
SSC13262,0,0,0,0,0,0,0,0
SSC13263,33,0,924,80,1458,0.7,1375,2.7
SSC13264,44,1842,548,263,1576,0.8,1190,2.4
SSC13265,40,2350,1038,300,2218,0.9,2031,2.4
SSC13266,37,2167,722,410,1904,0.9,1796,3
SSC13267,59,0,483,0,1499,0.7,1437,2.5
SSC13268,46,1296,675,0,1875,1,1708,3.2
SSC13269,47,0,374,0,0,0,399,1.5
SSC13270,38,0,787,0,1781,0.7,1781,2
SSC13271,49,0,866,0,1833,0.7,1312,2.7
SSC13272,53,1300,439,335,1125,0.7,857,2.3
SSC13273,32,1985,424,365,1220,1.2,1146,3.4
SSC13274,0,0,0,0,0,0,0,0
SSC13275,30,0,237,150,468,0.9,457,3.4
SSC13276,56,650,693,100,1625,0.6,1333,2
SSC13277,42,3000,863,650,2731,0.8,2456,3.1
SSC13278,47,1517,790,340,2187,0.7,2187,2.6
SSC13279,51,1174,425,0,933,0.7,850,2.2
SSC13280,27,0,887,0,0,0,0,0
