SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC12266,37,2600,1117,520,2764,1,2192,2.4
SSC12267,34,2400,1104,500,2580,1.1,2161,2.4
SSC12268,36,3000,1096,570,3085,0.9,2567,2.8
SSC12269,58,1600,428,0,833,0.5,675,1.4
SSC12270,46,1400,434,250,1176,1.1,1021,2.7
SSC12271,64,867,596,0,1125,0.7,1187,1.6
SSC12272,38,0,537,380,1375,0.5,1874,1
SSC12273,50,1083,430,200,911,0.8,789,2.6
SSC12274,59,0,374,0,0,0,0,0
SSC12275,39,1733,488,350,1372,0.9,1330,3.2
SSC12276,43,2167,837,420,2419,0.8,2115,2.6
SSC12277,50,1594,700,0,1499,0.6,762,1.9
SSC12278,36,2000,735,350,1968,0.8,1727,2.9
SSC12279,42,867,461,200,1083,1,747,2.3
SSC12280,38,0,706,138,1874,0.5,1249,2.1
SSC12281,49,1733,850,280,2083,0.8,1406,2.5
SSC12282,58,1603,450,0,1437,0.5,1087,2
SSC12283,65,1300,447,250,909,0.7,716,1.8
SSC12284,60,0,574,0,725,0.5,674,1.3
SSC12285,39,2800,1395,530,3250,1,2277,1.9
SSC12286,40,0,687,0,1874,0.8,1625,2.7
SSC12287,40,1300,540,210,1251,0.8,933,2.2
SSC12288,54,1200,445,260,1068,0.7,856,2.3
SSC12289,45,1733,636,333,1678,0.8,1314,2.4
SSC12290,47,780,519,60,949,0.8,850,2.4
SSC12291,43,2167,787,254,1906,0.8,1775,2.7
SSC12292,0,0,0,0,0,0,0,0
SSC12293,40,1300,643,200,1487,0.7,1207,2.4
SSC12294,47,0,518,188,1749,0.8,1125,2.6
SSC12295,41,1365,484,263,1266,0.9,1278,2.7
SSC12296,48,1257,408,133,825,0.7,661,2.3
SSC12297,36,3000,1092,560,2847,1,2256,2.5
SSC12298,53,0,649,0,0,0,0,0
SSC12299,53,2048,619,0,1875,0.8,2083,2.4
SSC12300,52,1517,481,325,1185,0.7,983,2.2
SSC12301,0,0,0,0,0,0,0,0
SSC12302,40,3375,700,0,2250,1,2750,2.3
SSC12303,43,1992,724,450,1792,0.8,1577,2.6
SSC12304,40,2167,901,495,2311,0.8,2153,3
SSC12305,35,2518,683,485,1854,0.8,1634,3
SSC12306,43,0,966,0,2250,0.4,2125,3
SSC12307,33,1500,473,290,1079,0.9,959,2.8
SSC12308,35,1753,621,330,1468,0.9,1298,2.7
SSC12309,52,1787,584,350,1719,0.7,1164,2.1
SSC12310,40,2102,599,0,1062,1,899,2.4
SSC12311,45,0,524,0,850,0.9,900,3
SSC12312,42,1647,703,0,1916,0.8,1781,3.1
SSC12313,36,2510,927,470,2612,1,1974,2.3
SSC12314,49,1250,495,250,1333,0.8,1187,3
SSC12315,33,2075,922,600,2244,1.1,2207,2.9
SSC12316,33,2100,524,470,1495,1.1,1571,3.2
SSC12317,0,0,0,0,0,0,0,0
SSC12318,41,1335,612,277,1890,0.8,1487,2.8
SSC12319,43,2200,1077,260,2591,0.7,2422,2.9
SSC12320,51,867,434,150,910,0.9,681,2
SSC12321,55,1400,599,330,1359,0.6,1260,2.3
SSC12322,42,3402,993,950,3323,0.8,3297,3.3
SSC12323,51,802,420,175,900,0.9,706,1.9
SSC12324,62,0,474,0,1125,0.5,1187,1.7
SSC12325,39,3000,1133,498,3166,1,2310,2.5
SSC12326,60,0,225,0,0,0,0,0
SSC12327,56,900,442,0,1093,0.5,966,1.9
SSC12328,43,1430,514,200,1318,0.8,1279,2.8
SSC12329,53,0,724,0,0,0.5,1375,2
SSC12330,39,1950,593,210,1625,0.7,1531,2.4
SSC12331,53,0,469,0,1124,0.6,1312,2
SSC12332,40,0,0,0,0,0,0,0
SSC12333,54,1745,479,215,1208,0.9,962,2.2
SSC12334,41,1813,486,230,1125,0.7,1062,2.5
SSC12335,44,1986,824,390,2250,0.7,2045,2.6
SSC12336,46,2102,728,280,1946,0.8,1786,2.6
SSC12337,69,0,374,0,725,0.5,687,1.7
SSC12338,15,0,449,0,1125,0.5,1124,2
SSC12339,39,3000,982,554,3077,0.9,2513,2.8
SSC12340,39,1474,624,63,1375,0.7,1312,2.6
SSC12341,45,4333,1319,1050,4124,0.8,3692,2.9
SSC12342,53,0,1687,0,0,0,0,0
SSC12343,40,1886,676,380,1956,0.8,1742,2.9
SSC12344,40,1300,485,240,1187,0.8,838,2.2
SSC12345,40,1350,655,280,1365,0.7,1134,2.2
SSC12346,57,892,455,190,1208,0.7,787,1.9
SSC12347,47,1300,495,245,1233,0.7,834,2.1
SSC12348,37,1517,530,0,1937,0.9,1562,2.3
SSC12349,40,2622,930,570,2452,1,2041,2.5
SSC12350,42,1200,820,0,1708,0.7,1583,2.7
SSC12351,57,1387,517,265,1224,0.7,1083,2.3
SSC12352,50,1950,677,300,1656,0.7,1388,2.4
SSC12353,36,0,850,0,1749,1.3,1375,2.7
SSC12354,34,2000,530,388,1562,0.9,1125,2.8
SSC12355,52,0,0,0,0,0,0,0
SSC12356,35,1842,630,145,1292,0.9,1156,3.3
SSC12357,53,1842,924,0,1937,0.8,1937,2.8
SSC12358,53,0,575,0,1874,0.8,949,2.3
SSC12359,58,1100,725,350,1625,0.9,1375,1.7
SSC12360,44,1300,568,260,1381,0.7,1086,2.2
SSC12361,34,1647,466,340,1188,1.1,1089,2.8
SSC12362,37,2145,829,400,2299,0.7,2151,2.9
SSC12363,36,2167,675,450,1838,1,1888,3.5
SSC12364,45,1400,597,170,1343,0.8,1166,2.5
SSC12365,32,1800,922,380,2110,0.8,2005,2.8
SSC12366,56,1517,428,0,949,0.8,849,1.7
SSC12367,46,1530,588,148,1354,0.9,1281,2.6
SSC12368,45,1733,611,290,1808,0.8,1797,2.8
SSC12369,49,867,545,150,1375,0.7,960,2.2
SSC12370,48,1350,687,0,1624,0.6,1562,2.2
SSC12371,40,2275,778,535,2269,0.9,2083,3
SSC12372,51,0,457,163,1021,1,486,1.4
SSC12373,54,1733,583,0,1392,0.7,1187,2.2
SSC12374,47,0,574,0,2749,0.6,2250,2.5
SSC12375,38,2200,694,380,1800,0.9,1862,3.4
SSC12376,51,1600,601,350,1361,0.7,1230,2.4
SSC12377,46,1105,458,278,1125,0.7,849,2
SSC12378,43,1733,544,315,1270,0.8,972,2.2
SSC12379,56,0,725,0,1125,0.5,1218,2.1
SSC12380,0,0,0,0,0,0,0,0
SSC12381,42,2550,645,0,2035,0.7,1671,3
SSC12382,35,2010,675,0,1625,1,2249,2.6
SSC12383,68,0,487,0,0,0.6,1062,1.6
SSC12384,52,1950,712,0,2250,0.8,2562,2.7
SSC12385,45,4333,1402,983,4380,0.8,4050,3.2
SSC12386,42,1800,776,110,1797,0.8,1666,2.8
SSC12387,44,1867,762,220,1774,0.8,1397,2.2
SSC12388,43,0,687,160,1625,0.8,1062,2.2
SSC12389,43,1800,719,320,2074,0.7,1527,2.4
SSC12390,53,1151,529,185,1303,0.7,1093,2.5
SSC12391,52,1322,619,0,1812,0.5,1499,2.4
SSC12392,43,0,430,0,900,1,825,2.2
SSC12393,57,0,325,0,0,0,0,0
SSC12394,55,0,825,0,2249,0.6,1812,2
SSC12395,38,1863,826,300,2691,0.9,2694,3.4
SSC12396,48,2105,757,340,2069,0.7,1775,2.7
SSC12397,55,2761,1093,0,3062,0.9,2250,2.5
SSC12398,48,1008,454,200,887,0.8,704,2.2
SSC12399,47,1400,515,0,900,1,900,1.8
SSC12400,20,0,225,0,0,0,0,0
SSC12401,43,2167,731,200,2147,0.8,2087,2.9
SSC12402,50,1170,492,0,1562,0.8,1062,2
SSC12403,58,2644,449,0,1649,1,725,2.3
SSC12404,56,0,272,0,900,0.8,366,1.2
SSC12405,52,0,725,0,2624,0.6,2624,2
SSC12406,46,0,424,0,1024,0.8,575,2
SSC12407,45,2500,519,0,1625,0.8,1499,2.9
SSC12408,47,1663,669,265,1525,0.9,1187,2.1
SSC12409,53,867,700,0,1708,0.9,1416,2.1
SSC12410,48,1625,527,118,1531,0.9,1275,2.9
SSC12411,58,0,324,0,0,0,0,2
SSC12412,43,2167,770,193,1944,0.8,1569,2.8
SSC12413,48,1300,575,130,1474,0.6,1333,2.3
SSC12414,34,1040,668,0,1562,0.7,1416,2.3
SSC12415,55,1600,492,300,1375,0.8,1208,2.2
SSC12416,37,0,675,193,1687,0.8,966,1.7
SSC12417,0,0,0,0,0,0,0,0
SSC12418,44,1900,721,240,1854,0.8,1525,2.8
SSC12419,35,2500,813,365,2270,0.8,2234,3.6
SSC12420,46,1322,504,250,1281,0.7,825,2.6
SSC12421,44,2600,784,500,2356,0.8,2168,3
SSC12422,33,1842,437,350,1182,1,1068,3.1
SSC12423,44,2305,675,90,2031,0.7,1937,2.9
SSC12424,49,1532,507,210,1050,0.7,939,1.9
SSC12425,29,0,687,0,1187,0.6,1062,3
SSC12426,45,1300,556,200,1452,0.8,1087,2.4
SSC12427,52,1300,540,248,1517,0.8,1437,2.8
SSC12428,53,0,933,0,1624,0,1624,0
SSC12429,50,0,749,0,1437,0,1416,2
SSC12430,48,1235,482,250,1135,0.7,886,2.3
SSC12431,56,1300,455,260,1041,0.7,824,2.1
SSC12432,48,2000,720,433,1916,0.8,1755,2.7
SSC12433,35,1700,518,310,1337,1,1211,2.9
SSC12434,35,1907,786,400,2021,0.8,1930,2.9
SSC12435,35,2659,911,560,2639,0.8,2635,3.5
SSC12436,0,0,0,0,0,0,0,0
SSC12437,29,2000,658,460,1996,1.2,1631,2.1
SSC12438,0,0,0,0,0,0,0,0
SSC12439,0,0,0,0,0,0,0,0
SSC12440,49,0,725,0,2250,1,900,1
SSC12441,54,2383,886,550,2053,0.7,1968,2.2
SSC12442,54,0,725,0,2250,0.6,1875,1.8
SSC12443,46,2500,894,455,2368,0.8,2055,2.6
SSC12444,39,1300,655,120,1446,0.6,1303,2.7
SSC12445,45,1733,515,350,1240,1,1006,2.5
SSC12446,51,975,494,165,1375,0.6,959,2
SSC12447,44,0,562,0,2062,1.1,1874,2.8
SSC12448,37,2600,537,260,2218,0.8,2091,2.9
SSC12449,43,1300,537,280,1323,0.8,1040,2.2
SSC12450,63,0,466,0,949,0.8,900,2
SSC12451,41,2167,1087,300,2750,0.8,2449,2.9
SSC12452,48,1251,548,300,1093,0.9,1025,2.2
SSC12453,43,2600,694,137,2252,0.9,1471,2.6
SSC12454,44,0,575,220,2499,0.5,1875,2
SSC12455,44,1500,515,300,1179,0.7,968,2.4
SSC12456,33,0,816,0,1812,1.2,1687,3.7
SSC12457,52,650,441,165,1031,0.8,743,2
SSC12458,72,0,575,0,0,0,0,0
SSC12459,28,0,900,100,2374,0.7,2312,2.7
SSC12460,53,1508,463,315,1104,0.7,1018,2.3
SSC12461,51,1517,588,335,1310,0.7,1137,2.3
SSC12462,43,2028,735,350,2416,0.9,2249,2.8
SSC12463,59,0,1312,0,2374,0.4,2125,1.6
SSC12464,30,1638,630,80,1625,0.8,1562,2.6
SSC12465,40,2025,593,315,2013,1,1771,3
SSC12466,49,2800,914,336,1874,0.7,1625,2.8
SSC12467,50,1263,519,133,1352,0.7,949,2.3
SSC12468,39,2167,746,285,2219,0.8,1671,2.5
SSC12469,45,0,530,180,1437,0.5,762,2
SSC12470,42,1225,552,195,1303,0.8,1321,3.2
SSC12471,46,0,280,0,0,0.5,1125,1.5
SSC12472,41,2167,688,220,1760,0.9,1471,3
SSC12473,44,1213,591,150,1529,0.8,1264,2.3
SSC12474,47,1083,456,225,1095,0.7,837,2.3
SSC12475,36,2882,1280,650,3277,1,2449,2.2
SSC12476,36,2400,935,500,2357,1.1,1959,2.5
SSC12477,41,1465,557,340,1310,0.8,1187,2.6
SSC12478,64,1430,452,150,792,0.9,686,1.8
SSC12479,40,1517,824,75,1812,0.7,1399,2.1
SSC12480,51,0,532,250,1312,0.7,1125,2.7
SSC12481,45,1993,841,300,2299,0.9,2031,3
SSC12482,54,1354,485,265,1129,0.6,947,2
SSC12483,55,1148,703,0,1624,1.1,1375,2
SSC12484,40,2600,780,363,2172,0.9,2133,3.4
SSC12485,36,2000,596,370,1617,0.9,1408,2.9
SSC12486,43,2084,787,240,2049,0.7,1775,2.5
SSC12487,39,2782,1075,190,2777,0.8,2555,2.9
SSC12488,37,1915,682,400,1801,0.8,1637,2.9
SSC12489,60,0,350,0,0,0,574,1
SSC12490,0,0,0,0,0,0,0,0
SSC12491,41,369,680,0,1374,0.8,1312,2.7
SSC12492,47,1680,569,285,1261,0.8,955,2.1
SSC12493,53,1609,575,140,1375,0.6,1142,2.1
SSC12494,48,1400,484,183,1350,0.8,1300,2.5
SSC12495,43,1113,458,0,1218,1.1,1187,4
SSC12496,58,0,379,0,899,1,466,1
SSC12497,0,0,0,0,0,0,0,0
SSC12498,45,1800,666,378,1948,0.8,1575,2.6
SSC12499,46,1387,604,300,1583,0.7,1458,2.4
SSC12500,39,2200,688,275,1902,0.8,1761,3
SSC12501,37,2600,774,540,2221,1,1722,2.5
SSC12502,36,1985,676,300,1928,0.7,1861,2.8
SSC12503,39,1213,695,200,1642,0.8,1476,2.8
SSC12504,36,2383,793,450,2096,1.1,1814,2.5
SSC12505,40,2600,625,300,1704,0.8,1161,2.5
SSC12506,35,2167,624,485,2011,1,1641,2.6
SSC12507,36,3900,667,250,2125,0.7,1812,2.7
SSC12508,56,531,450,150,1125,0.7,1125,2.2
SSC12509,32,0,900,0,2100,0.6,2083,3.1
SSC12510,48,1593,565,220,1375,0.7,1224,2.4
SSC12511,39,1733,646,280,1699,0.9,1446,2.8
SSC12512,53,1733,698,323,1875,0.8,1702,2.7
SSC12513,41,1517,562,280,1380,0.8,1143,2.6
SSC12514,36,1733,628,360,1677,0.8,1501,2.8
SSC12515,56,1083,624,0,1374,0.7,1083,1.8
SSC12516,40,2400,900,0,2250,0.7,1799,3
SSC12517,45,1700,617,220,1774,0.9,1468,2.8
SSC12518,37,1893,792,400,1883,0.8,1503,2.2
SSC12519,32,2490,806,610,2103,1.2,1955,2.7
SSC12520,43,3000,864,400,2750,0.8,2700,3.2
SSC12521,42,0,706,0,1375,0.6,1125,2.5
SSC12522,51,932,486,130,1125,0.8,840,2.1
SSC12523,51,466,669,20,1687,0.7,1291,2.4
SSC12524,40,2500,701,435,2083,1,1713,2.8
SSC12525,45,0,684,0,1937,0.8,1312,2.7
SSC12526,42,1279,533,81,1583,0.7,1199,2.5
SSC12527,39,1400,682,283,1625,0.7,1583,3.1
SSC12528,37,1842,550,0,1624,0.5,1562,1.5
SSC12529,52,675,575,125,1374,0.9,1062,2.4
SSC12530,36,1698,622,320,1547,0.9,1178,2.2
SSC12531,50,0,900,0,0,0,0,0
SSC12532,48,0,725,0,1999,0.6,1999,2.6
SSC12533,34,0,924,0,2125,0.8,2874,4
SSC12534,37,1712,681,350,1676,0.8,1319,2.2
SSC12535,0,0,0,0,0,0,0,0
SSC12536,34,1680,616,300,1649,0.9,1310,2.3
SSC12537,40,0,728,0,1562,0.7,1224,2.3
SSC12538,32,1885,577,440,1678,1.1,1639,3.2
SSC12539,53,0,450,0,1375,0.5,1375,2
SSC12540,40,2500,644,200,1875,0.8,1762,3
SSC12541,45,1788,779,213,2187,0.9,1531,2.2
SSC12542,34,2167,814,400,2086,0.8,1925,3
SSC12543,40,1721,590,285,1542,0.8,1420,3.3
SSC12544,42,1610,644,200,1520,0.7,1125,2.4
SSC12545,46,2167,737,340,1906,0.8,1934,2.8
SSC12546,38,1890,769,550,1812,0.8,2124,2.6
SSC12547,42,2919,1496,580,3530,1,2379,1.9
SSC12548,46,0,483,0,2499,0.9,1437,2.4
SSC12549,44,1720,707,215,1958,0.7,1721,2.6
SSC12550,32,2076,945,430,2026,1.2,1704,2.1
SSC12551,0,0,0,0,0,0,0,0
SSC12552,63,0,385,200,900,0.6,769,2.1
SSC12553,47,1408,636,340,1433,0.7,1117,2.2
SSC12554,36,1820,723,350,1875,0.8,1762,3
SSC12555,45,1645,662,380,1812,0.7,1562,2.6
SSC12556,46,1480,611,300,1552,0.8,1466,2.7
SSC12557,48,2167,527,250,1333,0.8,1145,2.4
SSC12558,54,875,529,185,1292,0.7,1062,2.2
SSC12559,40,0,1012,0,0,0,0,0
SSC12560,52,1127,468,165,1300,0.7,1399,2.3
SSC12561,0,0,0,0,0,0,0,0
SSC12562,54,0,519,0,1374,0.7,1187,2.2
SSC12563,40,2800,789,495,2298,0.9,2091,3
SSC12564,43,2232,1270,0,2874,0.8,2437,3
SSC12565,39,2100,816,50,1625,0.5,1437,2.9
SSC12566,44,2059,754,0,2291,0.7,1718,2.8
SSC12567,38,2220,843,520,2388,0.8,2238,3.1
SSC12568,50,2375,616,300,1850,0.8,1521,2.8
SSC12569,38,1500,599,400,1583,0.8,1462,3
SSC12570,48,867,451,150,894,0.8,774,2.3
SSC12571,45,700,442,100,890,0.8,819,2.1
SSC12572,39,0,700,0,1718,0.8,1437,2.9
SSC12573,38,2167,888,360,2464,0.8,1830,2.4
SSC12574,42,2167,923,490,2448,0.8,2173,2.8
SSC12575,55,1400,580,250,1252,0.7,945,2
SSC12576,53,1821,553,215,1437,0.8,1218,2.5
SSC12577,0,0,0,0,0,0,0,0
SSC12578,46,0,604,0,1156,0.7,1187,2.4
SSC12579,44,2167,745,350,1976,0.7,1895,2.7
SSC12580,47,0,849,0,2125,1,2125,2
SSC12581,51,0,449,0,0,0,0,0
SSC12582,49,0,700,0,1999,0.7,1125,1
SSC12583,27,0,725,12,1625,0.9,1625,4
SSC12584,42,683,1100,0,2750,0.5,1687,2
SSC12585,44,1213,527,175,1302,0.7,1039,2.4
SSC12586,43,433,682,90,1874,0.8,1025,2.4
SSC12587,49,225,495,50,1416,0.6,1281,2.4
SSC12588,32,2000,486,390,1355,1.1,1267,3.1
SSC12589,35,2000,483,375,1359,1,1123,2.8
SSC12590,43,1300,516,0,1192,0.7,1211,2.8
SSC12591,44,0,0,0,0,0,0,1
SSC12592,33,1570,580,300,1423,0.8,1217,2.7
SSC12593,39,0,866,0,1125,1.1,1374,3.6
SSC12594,51,2400,624,155,1666,0.6,1416,2.5
SSC12595,0,0,0,0,0,0,0,0
SSC12596,34,0,604,0,1125,0.7,1374,2.5
SSC12597,54,1250,449,0,1125,1,1156,2.1
SSC12598,39,2500,983,370,2511,0.9,2250,2.9
SSC12599,47,1950,744,250,1924,0.8,1812,2.7
SSC12600,40,2100,746,302,1850,0.8,1625,2.8
SSC12601,51,1300,450,0,1531,0.7,1437,2.1
SSC12602,44,3467,1027,923,3663,0.8,3250,3
SSC12603,45,2500,752,470,2437,0.7,2576,3.3
SSC12604,36,2251,762,310,2125,0.8,1875,2.7
SSC12605,50,1950,619,0,1624,0.8,1437,2.7
SSC12606,44,1733,575,408,1374,0.8,1145,2.5
SSC12607,30,2400,847,520,2129,0.9,2124,3.4
SSC12608,52,0,899,0,0,0.6,1749,2
SSC12609,53,1400,428,0,979,1,979,2.3
SSC12610,54,1456,900,0,2125,0.4,1749,2.1
SSC12611,40,684,924,0,2062,0.5,1375,1.7
SSC12612,45,1820,456,0,1374,0.8,1125,2.4
SSC12613,43,1000,788,150,1624,0.7,1343,1.9
SSC12614,63,0,450,0,0,0.5,1083,1.6
SSC12615,47,0,1124,0,2874,0,3750,0
SSC12616,54,758,438,110,780,0.9,725,2
SSC12617,36,1452,391,165,936,0.9,739,2.7
SSC12618,47,2167,735,320,1812,0.9,1875,2.8
SSC12619,47,3580,1525,900,3668,1,3062,1.8
SSC12620,39,1430,491,270,1542,0.8,1288,2.7
SSC12621,31,0,1562,0,0,0.6,1875,1
SSC12622,61,1500,465,200,1163,0.8,770,1.9
SSC12623,40,1733,779,273,2025,0.8,1597,2.7
SSC12624,31,0,532,5,962,0.8,687,1.4
SSC12625,39,2253,697,500,1985,0.8,1851,3
SSC12626,43,1523,900,0,1875,0.5,1458,2.3
SSC12627,46,2600,933,129,3374,0.7,3250,2.7
SSC12628,66,0,695,0,0,0.7,1125,1.6
SSC12629,43,3000,1680,720,3639,1,3107,1.9
SSC12630,55,1500,542,270,1279,0.7,1110,2.4
SSC12631,46,0,784,0,1833,0.5,1218,2.3
SSC12632,36,1289,657,0,1562,0.8,1416,2.4
SSC12633,34,2156,724,420,1962,0.9,2002,3.5
SSC12634,52,1984,1042,0,2416,0.7,2250,2.1
SSC12635,48,0,450,0,1124,0.6,1062,2.5
SSC12636,47,1300,505,150,1354,0.8,1145,2.7
SSC12637,35,1300,825,0,1687,0.7,1666,2.2
SSC12638,33,1733,663,355,1797,0.9,1734,3.1
SSC12639,48,2383,723,390,1822,0.7,1508,2.5
SSC12640,57,1612,519,245,1138,0.7,919,2.1
SSC12641,47,1842,496,0,1583,0.7,1517,2.5
SSC12642,33,2000,563,325,1500,1,1383,3.1
SSC12643,44,3359,677,365,1978,0.8,2374,3.4
SSC12644,48,1907,655,405,1485,0.7,1437,2.6
SSC12645,40,2226,736,440,1972,0.9,1573,2.5
SSC12646,47,2200,979,115,2333,0.6,1999,2.1
SSC12647,43,1653,594,313,1477,0.8,1244,2.5
SSC12648,41,560,595,0,1145,0.7,1125,2.4
SSC12649,50,1083,429,160,1062,0.8,866,2.4
SSC12650,24,1344,262,190,1062,0.9,658,1.7
SSC12651,40,2817,820,320,2591,0.9,2437,3
SSC12652,52,1733,470,241,1154,0.8,1062,2.5
SSC12653,48,1733,602,320,1557,0.7,1173,2.3
SSC12654,46,1560,596,270,1411,0.7,1148,2.4
SSC12655,45,1584,589,305,1437,0.8,1259,2.7
SSC12656,58,896,624,0,1781,0.7,1125,1.6
SSC12657,55,2167,511,230,1187,0.8,937,2.4
SSC12658,40,0,416,0,1374,1.5,1374,2
SSC12659,56,1083,474,0,1062,0.7,899,2.1
SSC12660,45,1344,477,160,1125,0.8,938,2.3
SSC12661,51,0,0,0,0,0,0,0
SSC12662,0,0,0,0,0,0,0,0
SSC12663,49,1506,425,0,1062,0.7,1062,2
SSC12664,61,0,700,0,1375,0.6,949,1.4
SSC12665,44,1343,575,0,1531,0.7,1208,2.5
SSC12666,53,861,459,120,1541,0.8,1124,2.1
SSC12667,39,0,899,0,2749,0.8,2250,2
SSC12668,47,1500,880,63,1875,0.4,1125,1.9
SSC12669,54,1517,556,300,1217,0.7,1006,2.2
SSC12670,56,1517,548,310,1205,0.6,1026,2.2
SSC12671,40,1517,581,240,1464,0.8,1168,2.6
SSC12672,44,2600,870,575,2343,0.9,2001,2.7
SSC12673,38,0,762,150,2083,0.7,1833,2.5
SSC12674,47,1325,588,300,1547,0.7,1303,2.4
SSC12675,0,0,0,0,0,0,0,0
SSC12676,53,2025,512,160,1291,0.8,1125,2.7
SSC12677,62,0,949,0,0,0.5,1125,1.4
SSC12678,55,1581,543,98,1104,0.9,949,2
SSC12679,50,1733,545,80,1125,0.9,1041,2.6
SSC12680,29,0,699,0,0,0,0,0
SSC12681,37,0,784,0,1999,0,1375,3.3
SSC12682,44,0,394,160,1062,1,900,3
SSC12683,43,1252,505,200,1406,0.7,1149,2.6
SSC12684,54,2000,687,250,1625,0.7,1291,1.9
SSC12685,40,1517,699,250,1327,0.7,1125,2.4
SSC12686,41,2167,716,450,1849,0.9,1498,2.5
SSC12687,43,1500,507,350,1375,0.8,1083,2.7
SSC12688,38,2034,956,205,2166,0.7,2031,2.4
SSC12689,0,0,0,0,0,0,0,0
SSC12690,66,0,524,0,0,0.6,0,2
SSC12691,39,0,420,0,900,0,725,1.5
SSC12692,57,0,389,0,2666,0.5,2583,2
SSC12693,0,0,0,0,0,0,0,0
SSC12694,63,0,900,0,0,0.5,0,0
SSC12695,45,0,462,0,1125,0.7,1041,2.5
SSC12696,67,0,624,0,1374,0.6,1062,1.8
SSC12697,49,1650,541,0,1218,0.7,1020,2
SSC12698,40,1831,836,250,2017,0.9,1696,2.8
SSC12699,52,1517,532,200,1278,0.8,1064,2.4
SSC12700,52,0,0,0,0,0,0,0
SSC12701,53,1560,612,0,1812,0.7,1199,2.2
SSC12702,0,0,0,0,0,0,0,0
SSC12703,40,1950,658,375,1714,0.8,1562,2.9
SSC12704,50,1907,810,300,2230,0.8,2031,2.5
SSC12705,35,1902,949,0,1625,2,1625,3.5
SSC12706,58,0,550,0,1624,0.6,1024,2
SSC12707,55,1214,386,0,1083,0.8,899,2.1
SSC12708,0,0,0,0,0,0,0,0
SSC12709,44,1200,494,200,1262,0.7,949,2.3
SSC12710,35,2167,827,400,2161,0.8,2109,3.2
SSC12711,43,0,850,520,0,0,2249,1
SSC12712,35,2419,746,450,1972,0.9,1889,3.1
SSC12713,57,1284,630,0,3125,0.5,1124,2
SSC12714,50,1157,450,200,1090,0.7,922,2.3
SSC12715,30,2817,985,250,3124,0.9,2399,3.6
SSC12716,56,1560,725,0,1625,0.5,1625,2.4
SSC12717,52,884,388,158,820,0.7,734,2.3
SSC12718,53,0,537,0,0,0,0,1
SSC12719,37,0,725,0,1875,1,1625,2.5
SSC12720,49,0,817,0,1875,0.5,1812,1.8
SSC12721,42,1667,450,185,850,0.9,850,3
SSC12722,38,1304,688,190,1521,0.8,1270,2.4
SSC12723,56,1576,474,340,1093,0.7,799,2.1
SSC12724,42,2143,675,400,1656,0.8,1612,2.8
SSC12725,64,0,1093,0,0,0.6,2249,2
SSC12726,48,1463,712,0,1437,1,1625,2.3
SSC12727,47,1733,611,310,1491,0.7,1111,2.3
SSC12728,37,2167,762,405,2016,1,1731,2.6
SSC12729,38,2600,1084,630,2448,1,2228,2.4
SSC12730,52,1733,553,193,1375,0.8,1221,2.7
SSC12731,47,1723,620,280,1375,0.8,1375,2.6
SSC12732,41,1203,484,240,1148,0.8,931,2.2
SSC12733,53,0,568,0,1312,0.7,1187,2.3
SSC12734,51,1387,490,230,1157,0.7,873,2.2
SSC12735,50,1311,578,280,1275,0.7,1042,2.2
SSC12736,0,0,0,0,0,0,0,0
SSC12737,43,1268,596,155,1474,0.7,1281,2.5
SSC12738,42,3000,1295,560,3671,0.9,2522,2.4
SSC12739,43,1733,620,320,1602,0.7,1228,2.4
SSC12740,39,0,933,0,1875,0.5,1749,2
SSC12741,50,1450,699,300,1666,0.7,1380,2.3
SSC12742,50,585,397,185,900,0.6,900,2.8
SSC12743,50,715,558,110,1160,0.7,940,2.1
SSC12744,46,0,612,0,1312,0.6,1124,1.8
SSC12745,33,2167,840,450,2266,0.8,2214,3.3
SSC12746,0,0,0,0,0,0,0,0
SSC12747,50,1517,619,265,1395,0.7,1271,2.5
SSC12748,39,1192,496,225,1201,0.7,914,2.3
SSC12749,51,1400,419,165,924,1.1,665,2.1
SSC12750,39,2400,828,545,2397,0.9,2268,3.1
SSC12751,60,0,450,0,0,0,0,0
SSC12752,0,0,0,0,0,0,0,0
SSC12753,60,0,392,0,725,0.8,725,1.8
SSC12754,58,1150,471,100,1024,0.5,866,2.1
SSC12755,59,0,866,0,0,0,0,0
SSC12756,31,1733,500,350,1342,1.1,1268,3.2
SSC12757,52,2700,762,0,2321,0.7,2463,3.3
SSC12758,47,2167,792,250,1875,0.8,1875,2.4
SSC12759,0,0,0,0,0,0,0,0
SSC12760,50,2483,788,218,2250,0.8,1437,2.7
SSC12761,47,1029,451,210,1024,0.8,749,2.2
SSC12762,50,0,675,0,3749,0,1374,1
SSC12763,31,0,362,0,687,0.2,700,1.5
SSC12764,51,0,450,0,1625,0.8,1375,2.9
SSC12765,39,2167,736,390,2045,0.8,2009,3.4
SSC12766,46,1733,548,330,1498,0.8,1174,2.3
SSC12767,62,0,487,0,0,0.7,537,1.3
SSC12768,38,2167,806,320,2423,0.8,2100,2.9
SSC12769,40,2383,830,400,2603,0.8,2325,3.1
SSC12770,32,0,687,0,0,0,0,0
SSC12771,48,0,575,0,1874,0.9,1625,3
